scorer,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000
individuals,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,single,single,single,single,single,single
bodyparts,nose,nose,nose,Rear,Rear,Rear,Lear,Lear,Lear,headbase,headbase,headbase,spine,spine,spine,tailbase,tailbase,tailbase,anteriorC,anteriorC,anteriorC,posteriorC,posteriorC,posteriorC
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
97,301.596,661.509,0.9330000281333923,298.354,628.869,1.0,325.851,642.396,1.0,319.982,625.026,1.0,322.67,594.592,1.0,324.501,555.109,1.0,,,,,,
98,301.567,661.485,0.9629999995231628,298.354,628.869,1.0,325.829,642.374,1.0,319.985,625.177,1.0,322.991,589.932,1.0,324.432,555.109,1.0,,,,,,
99,301.567,661.485,0.9509999752044678,298.318,628.869,1.0,325.829,642.086,1.0,319.985,625.026,1.0,322.991,589.905,1.0,324.41,555.111,1.0,,,,,,
100,301.567,661.382,0.9950000047683716,298.24,628.923,1.0,325.818,641.92,1.0,319.985,625.134,1.0,322.991,589.754,1.0,324.403,555.133,1.0,,,,,,
101,301.633,661.444,0.9810000061988831,298.217,629.474,1.0,325.36,641.92,1.0,319.565,625.177,1.0,322.816,589.754,1.0,324.432,555.281,1.0,,,,,,
102,301.633,661.444,0.9940000176429749,298.24,629.922,1.0,325.36,641.92,1.0,319.565,625.213,1.0,322.711,589.905,1.0,324.432,555.371,1.0,,,,,,
103,301.633,661.382,0.9879999756813049,298.24,629.922,1.0,325.36,641.92,1.0,319.565,625.134,1.0,322.711,589.987,1.0,324.693,555.436,1.0,,,,,,
104,301.633,661.323,0.9779999852180481,298.283,629.922,1.0,326.03,641.926,1.0,319.766,625.134,1.0,322.711,594.52,1.0,324.693,555.436,1.0,,,,,,
105,301.57,661.014,0.9990000128746033,298.575,629.635,1.0,326.03,641.994,1.0,320.095,624.816,1.0,322.961,594.656,1.0,324.693,555.551,1.0,1156.871,282.9,0.3230000138282776,,,
106,301.005,660.887,1.0,298.627,629.333,1.0,326.054,642.199,1.0,320.417,624.816,1.0,323.034,594.75,1.0,324.693,555.599,1.0,,,,,,
107,300.94,660.768,1.0,298.627,629.038,1.0,326.228,642.665,1.0,320.603,624.53,1.0,323.328,594.75,1.0,324.657,555.588,1.0,,,,,,
108,300.94,660.768,1.0,298.706,629.038,1.0,326.829,642.685,1.0,320.705,624.518,1.0,323.328,594.75,1.0,324.632,555.588,1.0,,,,,,
109,300.97,660.768,1.0,298.733,629.264,1.0,327.034,642.793,1.0,320.603,624.518,1.0,323.28,594.672,1.0,324.612,555.588,1.0,,,,,,
110,301.005,660.872,1.0,298.627,629.264,1.0,327.034,642.871,1.0,320.603,624.338,1.0,323.28,594.66,1.0,324.5,555.588,1.0,,,,,,
111,301.049,660.872,1.0,298.659,629.422,1.0,327.034,642.871,1.0,320.374,624.295,1.0,323.23,594.628,1.0,324.5,555.588,1.0,,,,,,
112,301.049,660.959,1.0,298.741,629.461,1.0,326.949,642.967,1.0,320.272,624.295,1.0,323.23,594.628,1.0,324.5,555.84,1.0,,,,,,
113,300.974,661.232,1.0,298.741,629.684,1.0,326.714,642.967,1.0,320.272,624.226,1.0,323.28,594.488,1.0,324.563,555.84,1.0,,,,,,
114,300.974,661.232,1.0,298.659,629.684,1.0,326.714,642.796,1.0,320.272,624.173,1.0,323.23,594.602,1.0,324.574,555.84,1.0,,,,,,
115,300.875,661.232,1.0,298.659,629.684,1.0,326.714,642.703,1.0,320.4,624.173,1.0,323.23,594.602,1.0,324.583,555.842,1.0,,,,,,
116,300.788,661.083,1.0,298.574,629.17,1.0,326.714,642.703,1.0,320.4,624.364,1.0,323.102,594.602,1.0,324.583,555.842,1.0,,,,,,
117,300.788,659.823,1.0,298.525,628.852,1.0,326.564,642.703,1.0,320.4,624.503,1.0,322.928,594.701,1.0,324.769,556.363,1.0,,,,,,
118,300.788,658.326,1.0,298.492,627.908,1.0,325.981,642.703,1.0,319.273,624.623,1.0,322.928,594.701,1.0,324.769,556.876,1.0,,,,,,
119,300.361,658.277,0.9309999942779541,298.392,627.582,1.0,325.981,643.279,1.0,318.932,624.832,1.0,322.928,594.701,1.0,324.769,556.876,1.0,,,,,,
120,300.028,657.254,0.9919999837875366,298.051,626.977,1.0,325.981,643.279,1.0,318.828,624.832,1.0,323.058,594.814,1.0,325.171,557.086,1.0,,,,,,
121,301.092,656.681,1.0,297.99,626.977,1.0,325.981,637.782,1.0,318.631,624.771,1.0,323.536,590.12,1.0,325.171,557.132,1.0,,,,,,
122,301.092,656.681,1.0,297.99,626.977,1.0,325.981,637.618,1.0,318.178,624.771,1.0,323.536,590.12,1.0,325.745,557.132,1.0,1156.724,283.413,0.10400000214576721,,,
123,301.429,653.761,1.0,297.909,626.977,1.0,325.865,637.542,1.0,317.276,625.109,1.0,323.905,590.12,1.0,325.886,557.132,1.0,,,,,,
124,301.738,653.42,1.0,297.909,626.856,1.0,325.865,637.387,1.0,316.88,624.771,1.0,323.905,590.12,1.0,326.001,557.301,1.0,,,,,,
125,301.939,653.145,1.0,297.909,625.802,1.0,325.766,636.762,1.0,316.626,624.771,1.0,324.055,589.941,1.0,326.531,557.332,1.0,,,,,,
126,302.08,652.986,1.0,298.093,625.308,1.0,325.865,636.017,1.0,316.611,620.699,1.0,324.129,589.773,1.0,326.531,557.469,1.0,,,,,,
127,302.082,652.624,1.0,298.175,625.294,1.0,325.89,635.866,1.0,316.487,620.382,1.0,324.205,589.667,1.0,326.531,557.469,1.0,,,,,,
128,302.207,652.341,1.0,298.447,624.816,1.0,325.89,635.731,1.0,316.556,620.123,1.0,324.558,589.535,1.0,326.325,557.469,1.0,,,,,,
129,302.245,652.335,1.0,298.478,624.708,1.0,325.89,635.731,1.0,316.556,619.554,1.0,324.698,589.168,1.0,326.166,557.282,1.0,,,,,,
130,302.245,652.335,1.0,298.888,624.634,1.0,326.291,635.771,1.0,316.556,619.272,1.0,324.897,589.16,1.0,326.166,557.265,1.0,,,,,,
131,302.787,652.287,0.9980000257492065,298.977,624.214,1.0,326.566,635.709,1.0,316.756,619.272,1.0,325.037,589.065,1.0,326.166,557.188,1.0,,,,,,
132,302.559,652.091,0.9990000128746033,302.633,620.011,1.0,326.657,635.709,1.0,316.887,619.272,1.0,325.105,589.065,1.0,326.99,557.055,1.0,,,,,,
133,302.914,651.993,0.9779999852180481,302.633,620.011,1.0,327.418,635.709,1.0,317.666,619.496,1.0,325.647,588.989,1.0,327.087,557.036,1.0,,,,,,
134,302.559,651.993,0.9959999918937683,302.78,619.943,1.0,328.265,635.709,1.0,318.904,619.549,1.0,325.647,588.985,1.0,327.087,556.418,1.0,,,,,,
135,302.559,651.867,0.9800000190734863,302.78,619.943,1.0,328.382,635.692,1.0,319.184,619.549,1.0,325.647,588.985,1.0,327.234,556.15,1.0,,,,,,
136,302.394,651.693,1.0,303.404,619.364,1.0,328.824,635.634,1.0,319.675,619.852,1.0,325.647,588.985,1.0,327.428,556.122,1.0,,,,,,
137,301.841,651.693,1.0,303.859,618.701,1.0,328.827,635.558,1.0,319.856,619.496,1.0,325.647,588.846,1.0,327.428,555.554,1.0,,,,,,
138,301.461,651.693,1.0,303.975,618.361,1.0,329.46,635.232,1.0,320.384,619.191,1.0,325.951,588.725,1.0,328.171,555.457,1.0,,,,,,
139,301.458,651.668,1.0,304.189,618.361,1.0,330.121,634.818,1.0,321.186,619.191,1.0,325.951,588.679,1.0,328.222,555.012,1.0,1157.699,282.586,0.4560000002384186,,,
140,301.461,651.543,1.0,304.485,618.374,1.0,330.778,634.818,1.0,321.364,619.042,1.0,325.951,588.676,1.0,328.309,554.828,1.0,,,,,,
141,301.381,651.624,1.0,304.485,618.374,1.0,330.917,634.818,1.0,321.626,619.042,1.0,326.069,588.676,1.0,328.222,554.816,1.0,,,,,,
142,301.381,651.375,1.0,304.485,618.447,1.0,330.917,635.052,1.0,321.626,619.53,1.0,326.209,588.676,1.0,328.171,554.606,1.0,,,,,,
143,301.485,651.375,1.0,304.394,619.332,1.0,330.917,635.596,1.0,321.712,620.33,1.0,326.272,588.832,1.0,327.752,554.378,1.0,,,,,,
144,301.525,651.375,1.0,301.353,622.883,1.0,329.736,635.781,1.0,321.626,620.647,1.0,326.28,588.973,1.0,327.569,554.378,1.0,,,,,,
145,301.525,651.391,0.9990000128746033,301.234,622.943,1.0,329.731,635.972,1.0,321.199,620.765,1.0,326.293,589.029,1.0,327.524,554.378,1.0,,,,,,
146,301.868,651.391,0.9860000014305115,301.177,622.943,1.0,329.731,635.903,1.0,321.171,620.996,1.0,326.434,589.136,1.0,327.462,554.671,1.0,,,,,,
147,301.947,651.391,0.8730000257492065,301.177,622.943,1.0,329.338,635.972,1.0,321.115,621.092,1.0,326.475,589.188,1.0,327.462,554.785,1.0,1157.059,283.421,0.15299999713897705,,,
148,301.947,651.501,0.8880000114440918,301.177,622.802,1.0,329.736,635.972,1.0,320.777,621.092,1.0,326.81,589.229,1.0,327.462,554.785,1.0,,,,,,
149,301.868,651.501,0.9800000190734863,301.745,619.488,1.0,329.893,635.903,1.0,320.197,621.092,1.0,326.86,589.371,1.0,327.734,554.785,1.0,,,,,,
150,301.726,651.501,0.9229999780654907,301.745,619.37,1.0,330.038,635.479,1.0,320.102,621.051,1.0,327.004,589.391,1.0,329.074,554.558,1.0,,,,,,
151,301.726,651.518,0.9959999918937683,301.745,619.365,1.0,330.124,634.923,1.0,320.06,620.637,1.0,326.861,589.391,1.0,329.086,554.005,1.0,1156.584,282.695,0.19300000369548798,,,
152,301.483,651.699,0.9900000095367432,301.461,619.22,1.0,330.831,634.357,1.0,320.102,620.522,1.0,326.861,589.391,1.0,329.496,553.903,1.0,,,,,,
153,301.275,651.716,0.9950000047683716,301.447,619.255,1.0,330.831,634.357,1.0,320.06,620.497,1.0,326.86,589.449,1.0,329.594,553.834,1.0,,,,,,
154,301.227,651.716,0.9980000257492065,301.359,619.255,1.0,330.831,634.357,1.0,320.06,620.389,1.0,326.861,589.449,1.0,329.629,553.744,1.0,,,,,,
155,301.227,651.716,0.9980000257492065,301.359,619.255,1.0,330.259,634.364,1.0,320.052,619.974,1.0,326.861,589.449,1.0,329.629,553.744,1.0,,,,,,
156,301.094,651.637,0.9940000176429749,300.182,619.255,1.0,329.423,634.629,1.0,319.542,619.804,1.0,326.809,589.425,1.0,329.629,553.571,1.0,,,,,,
157,301.044,651.53,0.9470000267028809,300.182,619.255,1.0,329.423,634.629,1.0,319.337,619.804,1.0,326.809,589.425,1.0,329.629,553.501,1.0,,,,,,
158,301.044,651.53,0.9850000143051147,300.182,619.336,1.0,329.423,634.382,1.0,319.058,619.804,1.0,326.579,589.315,1.0,329.568,553.374,1.0,,,,,,
159,301.044,651.506,0.9879999756813049,300.198,619.336,1.0,329.566,634.485,1.0,319.058,619.88,1.0,326.446,589.263,1.0,329.454,553.04,1.0,,,,,,
160,301.044,651.53,0.9980000257492065,300.244,619.336,1.0,330.073,634.382,1.0,319.058,619.88,1.0,326.446,589.1,1.0,329.568,552.758,1.0,,,,,,
161,300.97,651.572,0.9919999837875366,300.387,618.845,1.0,330.073,634.309,1.0,319.058,619.88,1.0,326.302,588.88,1.0,329.568,552.758,1.0,,,,,,
162,300.97,651.572,0.996999979019165,300.425,618.845,1.0,330.073,634.309,1.0,318.681,619.739,1.0,326.302,588.788,1.0,329.568,552.758,1.0,,,,,,
163,301.234,651.474,0.9919999837875366,300.425,618.824,1.0,329.403,634.322,1.0,319.068,619.739,1.0,326.446,588.707,1.0,329.454,552.88,1.0,,,,,,
164,301.418,651.572,0.9890000224113464,300.465,618.801,1.0,329.372,634.322,1.0,319.175,619.739,1.0,326.45,588.662,1.0,329.083,553.825,1.0,,,,,,
165,301.426,651.686,0.9900000095367432,300.465,618.762,1.0,329.325,634.74,1.0,319.175,619.978,1.0,326.45,588.707,1.0,329.083,553.825,1.0,,,,,,
166,301.426,651.779,0.9990000128746033,300.877,618.762,1.0,329.24,634.753,1.0,319.068,620.123,1.0,326.938,588.707,1.0,329.083,553.825,1.0,,,,,,
167,301.434,651.975,0.9990000128746033,301.054,618.801,1.0,328.932,634.905,1.0,319.265,620.177,1.0,327.003,588.719,1.0,329.22,553.517,1.0,,,,,,
168,301.434,651.98,0.9990000128746033,301.054,619.195,1.0,328.794,634.937,1.0,319.271,620.739,1.0,327.003,588.896,1.0,329.22,553.504,1.0,,,,,,
169,301.686,652.007,0.9990000128746033,301.054,619.296,1.0,328.794,634.905,1.0,319.271,621.215,1.0,327.003,588.896,1.0,329.22,553.489,1.0,,,,,,
170,301.732,652.002,0.9990000128746033,301.148,619.77,1.0,328.794,634.905,1.0,319.406,621.302,1.0,326.806,589.0,1.0,328.583,553.258,1.0,,,,,,
171,301.995,652.051,0.9990000128746033,301.178,619.829,1.0,329.042,634.836,1.0,319.579,621.417,1.0,326.806,589.0,1.0,328.583,553.258,1.0,,,,,,
172,302.42,652.132,0.9959999918937683,301.148,619.852,1.0,329.074,634.836,1.0,319.579,621.578,1.0,326.755,589.088,1.0,328.565,553.258,1.0,,,,,,
173,306.13,652.132,1.0,301.148,619.991,1.0,329.087,634.81,1.0,319.579,621.578,1.0,326.494,589.088,1.0,328.583,553.165,1.0,,,,,,
174,306.286,652.153,1.0,301.278,620.18,1.0,329.185,634.81,1.0,319.845,621.578,1.0,326.806,589.088,1.0,328.71,552.957,1.0,,,,,,
175,306.286,652.175,1.0,299.345,622.678,1.0,329.228,634.891,1.0,319.234,621.573,1.0,326.979,588.943,1.0,328.965,552.699,1.0,1157.266,283.255,0.18700000643730164,,,
176,306.136,652.153,1.0,298.922,623.325,1.0,329.185,635.041,1.0,319.175,621.573,1.0,326.996,588.895,1.0,330.004,552.533,1.0,,,,,,
177,306.136,652.348,1.0,299.315,622.678,1.0,329.185,635.118,1.0,319.159,621.174,1.0,326.996,588.857,1.0,330.083,552.533,1.0,,,,,,
178,302.875,652.348,0.9990000128746033,299.315,622.52,1.0,329.065,635.156,1.0,319.135,621.174,1.0,326.996,588.756,1.0,330.22,552.46,1.0,,,,,,
179,302.87,652.135,0.9990000128746033,299.131,622.552,1.0,329.029,635.319,1.0,319.135,620.939,1.0,326.925,588.857,1.0,330.333,552.096,1.0,,,,,,
180,302.694,652.135,0.9879999756813049,299.131,622.52,1.0,329.029,635.362,1.0,319.135,620.888,1.0,326.816,588.857,1.0,330.792,551.988,1.0,,,,,,
181,302.627,652.028,0.9829999804496765,299.131,622.52,1.0,329.039,635.457,1.0,319.344,620.888,1.0,326.806,588.904,1.0,330.875,551.872,1.0,,,,,,
182,302.486,652.015,0.9940000176429749,299.131,622.52,1.0,329.039,635.362,1.0,319.666,620.817,1.0,326.806,588.977,1.0,331.1,551.791,1.0,,,,,,
183,302.181,652.015,0.9750000238418579,300.698,619.902,1.0,329.039,635.405,1.0,319.666,620.817,1.0,326.806,588.977,1.0,331.1,551.791,1.0,,,,,,
184,302.101,651.814,0.996999979019165,300.808,619.829,1.0,329.058,635.403,1.0,319.666,620.732,1.0,326.794,588.949,1.0,331.1,551.736,1.0,,,,,,
185,302.026,651.787,0.9279999732971191,300.808,619.692,1.0,329.345,635.405,1.0,318.95,620.622,1.0,326.819,588.949,1.0,331.042,551.553,1.0,1157.28,282.176,0.8100000023841858,,,
186,301.976,651.686,0.9929999709129333,301.143,619.632,1.0,329.408,635.405,1.0,318.95,620.442,1.0,326.864,588.947,1.0,331.042,551.2,1.0,,,,,,
187,301.722,651.584,0.996999979019165,301.412,619.0,1.0,329.345,635.405,1.0,318.763,620.417,1.0,326.864,588.941,1.0,331.039,551.2,1.0,,,,,,
188,301.722,651.453,0.9879999756813049,301.533,618.929,1.0,329.345,635.403,1.0,318.763,620.27,1.0,326.88,588.655,1.0,331.042,551.095,1.0,,,,,,
189,301.689,651.453,0.9900000095367432,301.824,618.914,1.0,329.329,635.383,1.0,318.742,620.256,1.0,326.925,588.644,1.0,331.15,551.095,1.0,1156.896,282.854,0.17100000381469727,,,
190,301.668,651.396,0.9649999737739563,301.811,618.609,1.0,329.087,635.307,1.0,318.742,619.991,1.0,326.925,588.621,1.0,331.429,551.213,1.0,,,,,,
191,301.456,651.453,0.9789999723434448,301.756,618.22,1.0,329.087,635.307,1.0,318.606,619.991,1.0,326.826,588.597,1.0,331.435,551.612,1.0,,,,,,
192,301.147,651.488,0.9760000109672546,301.811,617.966,1.0,329.15,635.307,1.0,318.606,619.837,1.0,326.423,588.597,1.0,331.565,551.415,1.0,,,,,,
193,300.959,651.515,0.9599999785423279,301.855,617.966,1.0,329.306,635.144,1.0,318.49,619.662,1.0,326.423,588.597,1.0,331.565,551.415,1.0,,,,,,
194,300.937,651.995,0.9980000257492065,301.855,617.77,1.0,329.306,634.982,1.0,318.49,619.662,1.0,326.423,588.597,1.0,331.565,551.415,1.0,,,,,,
195,300.937,651.995,0.9980000257492065,302.051,617.77,1.0,329.306,634.865,1.0,318.49,619.719,1.0,326.582,588.597,1.0,331.565,551.47,1.0,,,,,,
196,300.937,651.995,0.996999979019165,302.062,617.845,1.0,329.306,634.82,1.0,318.704,619.719,1.0,326.59,588.564,1.0,331.782,551.415,1.0,,,,,,
197,301.288,651.783,0.9909999966621399,302.062,617.882,1.0,329.306,634.627,1.0,319.013,619.832,1.0,326.605,588.564,1.0,331.876,551.377,1.0,,,,,,
198,301.441,651.783,0.9929999709129333,302.276,617.882,1.0,329.561,634.388,1.0,319.099,619.888,1.0,326.59,588.64,1.0,332.022,551.47,1.0,,,,,,
199,301.441,651.783,0.9810000061988831,302.219,617.949,1.0,329.561,634.368,1.0,319.099,619.936,1.0,326.582,588.645,1.0,332.022,551.377,1.0,,,,,,
200,301.288,652.113,0.9990000128746033,302.219,618.191,1.0,329.714,634.367,1.0,319.244,620.178,1.0,326.605,588.66,1.0,331.876,551.377,1.0,,,,,,
201,301.021,652.54,1.0,302.219,618.312,1.0,329.818,634.362,1.0,319.361,620.249,1.0,326.605,588.689,1.0,331.71,551.558,1.0,,,,,,
202,300.917,652.651,1.0,302.348,618.312,1.0,329.954,634.323,1.0,319.361,620.249,1.0,326.531,588.707,1.0,331.655,552.029,1.0,,,,,,
203,300.917,652.651,1.0,302.288,618.312,1.0,329.954,634.274,1.0,319.361,620.249,1.0,326.617,588.731,1.0,331.37,552.029,1.0,,,,,,
204,300.797,652.598,1.0,302.383,618.086,1.0,329.954,634.178,1.0,319.599,620.217,1.0,326.617,588.731,1.0,331.035,552.106,1.0,,,,,,
205,300.797,652.598,0.9990000128746033,302.416,618.074,1.0,329.5,634.178,1.0,319.599,620.143,1.0,326.62,588.734,1.0,331.015,552.106,1.0,,,,,,
206,299.85,652.516,1.0,302.901,617.661,1.0,329.423,634.178,1.0,319.599,619.712,1.0,326.62,588.748,1.0,330.672,552.415,1.0,,,,,,
207,299.85,652.399,1.0,302.901,617.661,1.0,329.423,634.274,1.0,319.42,619.712,1.0,326.649,588.778,1.0,330.65,552.415,1.0,,,,,,
208,299.681,652.387,1.0,303.043,617.661,1.0,329.423,634.415,1.0,319.386,619.698,1.0,326.649,588.748,1.0,330.58,552.415,1.0,,,,,,
209,299.85,652.201,1.0,302.901,617.664,1.0,329.806,634.51,1.0,319.294,619.698,1.0,326.669,588.778,1.0,330.58,552.109,1.0,,,,,,
210,300.142,652.201,1.0,302.834,618.274,1.0,329.806,634.51,1.0,319.233,620.012,1.0,326.7,588.811,1.0,330.65,552.09,1.0,,,,,,
211,300.437,652.201,1.0,302.708,618.274,1.0,329.856,634.555,1.0,319.294,620.012,1.0,326.851,588.811,1.0,330.69,551.888,1.0,,,,,,
212,300.238,652.215,1.0,302.834,618.232,1.0,329.972,634.627,1.0,319.386,619.948,1.0,326.851,588.753,1.0,330.802,551.888,1.0,,,,,,
213,300.238,652.227,1.0,302.834,618.232,1.0,330.028,634.722,1.0,319.509,620.012,1.0,326.851,588.811,1.0,330.829,551.888,1.0,,,,,,
214,300.437,652.369,1.0,302.708,618.232,1.0,330.518,634.722,1.0,319.664,620.166,1.0,326.611,588.811,1.0,330.829,552.141,1.0,,,,,,
215,300.238,652.506,1.0,302.708,618.232,1.0,330.518,634.627,1.0,319.664,620.185,1.0,326.421,588.866,1.0,330.835,552.141,1.0,,,,,,
216,299.759,652.514,1.0,302.561,618.385,1.0,330.518,634.551,1.0,319.664,620.185,1.0,326.421,588.866,1.0,331.088,552.147,1.0,,,,,,
217,299.759,652.514,1.0,302.518,618.637,1.0,330.343,634.551,1.0,319.585,620.364,1.0,326.421,588.995,1.0,331.319,552.212,1.0,,,,,,
218,299.595,652.753,1.0,302.518,618.637,1.0,330.289,634.542,1.0,319.585,620.185,1.0,326.503,589.009,1.0,331.383,552.147,1.0,,,,,,
219,299.196,652.753,1.0,302.518,618.385,1.0,330.257,634.542,1.0,319.464,620.185,1.0,326.652,589.009,1.0,331.422,552.062,1.0,,,,,,
220,299.097,652.511,1.0,302.833,618.371,1.0,330.257,634.73,1.0,319.464,620.352,1.0,326.706,589.009,1.0,331.383,551.982,1.0,,,,,,
221,299.043,652.511,1.0,302.991,618.238,1.0,330.257,634.73,1.0,319.626,620.352,1.0,326.726,589.01,1.0,331.323,551.944,1.0,,,,,,
222,298.799,652.639,1.0,302.993,618.238,1.0,330.257,634.587,1.0,319.82,620.352,1.0,326.726,589.01,1.0,331.323,551.944,1.0,,,,,,
223,298.733,652.639,1.0,302.993,618.238,1.0,330.257,634.587,1.0,319.82,620.352,1.0,326.726,589.01,1.0,331.319,551.982,1.0,,,,,,
224,298.733,652.733,1.0,302.993,618.227,1.0,330.04,634.571,1.0,319.935,620.195,1.0,326.726,589.0,1.0,330.995,552.129,1.0,,,,,,
225,298.788,652.815,1.0,302.9,618.227,1.0,330.04,634.035,1.0,319.935,620.195,1.0,326.664,589.0,1.0,330.965,552.202,1.0,,,,,,
226,298.799,652.839,1.0,302.795,618.227,1.0,330.04,633.849,1.0,319.821,620.141,1.0,326.566,588.875,1.0,330.965,552.202,1.0,,,,,,
227,298.927,653.008,1.0,302.795,618.207,1.0,330.04,633.849,1.0,319.952,620.141,1.0,326.488,588.854,1.0,330.536,552.129,1.0,,,,,,
228,298.997,653.008,1.0,302.795,618.164,1.0,330.04,633.825,1.0,320.164,620.141,1.0,326.488,588.834,1.0,330.965,551.894,1.0,,,,,,
229,298.997,653.008,1.0,302.938,618.207,1.0,329.906,633.972,1.0,320.435,620.263,1.0,326.353,588.823,1.0,330.965,551.821,1.0,,,,,,
230,298.927,652.92,1.0,302.992,618.207,1.0,329.648,633.972,1.0,320.552,620.263,1.0,326.305,588.746,1.0,331.082,551.821,1.0,,,,,,
231,298.19,652.92,1.0,302.992,618.367,1.0,329.552,633.972,1.0,320.699,620.331,1.0,326.261,588.8,1.0,331.082,551.648,1.0,,,,,,
232,297.963,652.92,1.0,302.992,618.586,1.0,329.552,633.997,1.0,320.71,620.376,1.0,326.261,588.8,1.0,331.124,551.454,1.0,,,,,,
233,297.877,652.92,1.0,302.815,618.623,1.0,329.52,633.997,1.0,320.752,620.376,1.0,326.261,588.8,1.0,331.261,551.454,1.0,,,,,,
234,297.952,652.95,1.0,302.762,618.711,1.0,329.547,633.885,1.0,320.752,620.549,1.0,326.124,588.8,1.0,331.369,551.458,1.0,,,,,,
235,297.67,653.017,1.0,302.586,619.307,1.0,329.547,633.776,1.0,320.699,620.376,1.0,326.454,588.8,1.0,331.369,551.458,1.0,,,,,,
236,297.67,653.211,1.0,302.481,619.429,1.0,329.794,633.569,1.0,320.504,619.961,1.0,326.454,588.596,1.0,331.369,551.458,1.0,,,,,,
237,297.952,653.154,1.0,302.481,619.429,1.0,329.878,633.46,1.0,320.22,619.865,1.0,326.44,588.528,1.0,331.817,551.458,1.0,,,,,,
238,297.952,653.211,1.0,302.481,619.429,1.0,329.938,633.315,1.0,320.158,619.528,1.0,325.888,588.503,1.0,331.817,551.312,1.0,,,,,,
239,297.67,653.212,1.0,302.525,619.145,1.0,329.938,633.315,1.0,319.915,619.303,1.0,325.883,588.503,1.0,331.817,551.312,1.0,,,,,,
240,298.646,653.211,1.0,302.979,618.789,1.0,330.086,633.188,1.0,319.868,618.021,1.0,325.873,588.438,1.0,331.631,551.312,1.0,,,,,,
241,298.646,653.212,1.0,303.081,618.475,1.0,330.086,633.177,1.0,319.868,617.981,1.0,325.842,588.438,1.0,331.207,551.716,1.0,,,,,,
242,298.706,653.443,1.0,303.348,618.469,1.0,330.281,633.177,1.0,319.868,617.657,1.0,325.781,588.396,1.0,331.157,551.935,1.0,,,,,,
243,298.749,653.443,1.0,303.214,618.1,1.0,330.281,633.177,1.0,319.868,617.454,1.0,325.781,588.438,1.0,331.155,551.957,1.0,,,,,,
244,298.767,653.197,1.0,303.348,617.963,1.0,330.329,633.177,1.0,320.015,617.454,1.0,325.592,588.277,1.0,331.155,551.976,1.0,,,,,,
245,298.847,653.164,1.0,303.516,617.655,1.0,330.281,633.196,1.0,320.48,617.454,1.0,325.465,588.265,1.0,330.737,552.037,1.0,,,,,,
246,298.847,653.138,1.0,303.983,617.591,1.0,330.353,633.683,1.0,321.029,617.756,1.0,325.46,588.18,1.0,330.737,552.156,1.0,,,,,,
247,298.847,653.138,1.0,303.988,617.372,1.0,330.238,633.789,1.0,321.055,617.756,1.0,325.46,588.18,1.0,330.632,552.176,1.0,,,,,,
248,298.663,653.148,1.0,304.047,617.326,1.0,330.353,633.792,1.0,321.126,617.756,1.0,325.502,588.179,1.0,330.586,552.176,1.0,,,,,,
249,298.663,653.148,1.0,304.142,617.2,1.0,330.4,634.011,1.0,321.374,617.608,1.0,325.502,588.179,1.0,330.586,552.244,1.0,,,,,,
250,298.663,653.203,1.0,305.25,615.807,1.0,330.488,634.778,1.0,324.218,616.508,1.0,325.785,582.134,1.0,330.826,552.156,1.0,,,,,,
251,298.952,653.203,1.0,305.352,615.807,1.0,330.574,634.803,1.0,324.278,616.508,1.0,326.048,581.98,1.0,331.168,551.788,1.0,1156.922,282.776,0.7260000109672546,,,
252,298.952,653.334,1.0,305.352,615.807,1.0,330.574,634.803,1.0,324.278,616.508,1.0,326.048,581.98,1.0,331.237,551.76,1.0,,,,,,
